Meditation,Attention,F8 -T4 ,F7 -T3 
65,46,757,-137
67,49,755,-139
66,52,758,-140
63,48,757,-138
62,47,757,-138
62,50,757,-137
63,54,755,-139
68,53,756,-138
66,52,756,-135
66,48,759,-138
65,46,759,-141
63,48,756,-139
68,48,754,-137
65,48,756,-136
62,48,757,-139
64,47,759,-142
71,45,758,-138
68,45,757,-137
63,49,756,-140
64,51,756,-138
70,48,757,-139
67,47,759,-139
64,50,757,-139
66,51,755,-138
65,53,751,-141
65,49,756,-141
68,47,757,-139
67,54,753,-137
62,52,756,-141
63,51,754,-141
64,45,762,-138
62,52,754,-139
64,54,752,-139
67,52,752,-141
66,46,761,-141
64,47,761,-138
63,43,759,-138
65,50,755,-139
65,51,750,-141
64,49,756,-134
63,48,759,-135
65,47,757,-138
61,51,752,-141
65,50,754,-139
64,48,758,-141
64,47,760,-140
67,51,758,-139
63,50,755,-141
62,52,755,-139
64,49,754,-136
67,51,756,-139
65,48,758,-139
67,50,754,-135
69,51,755,-139
67,52,752,-140
63,51,758,-140
64,52,755,-137
66,50,752,-138
64,52,752,-138
64,51,752,-141
63,48,755,-139
62,47,758,-139
60,47,757,-141
63,51,755,-140
63,49,756,-138
65,49,755,-140
70,48,754,-138
62,48,753,-139
64,51,752,-138
65,51,751,-137
63,49,755,-135
64,49,754,-137
67,50,756,-136
63,50,752,-139
64,55,749,-136
62,53,748,-135
63,54,750,-139
66,49,753,-137
65,53,754,-140
64,52,753,-141
65,52,754,-140
70,51,755,-140
65,52,756,-139
67,45,756,-135
69,46,757,-135
67,49,755,-137
66,53,754,-139
67,55,755,-139
63,53,753,-134
66,51,753,-137
65,50,755,-137
64,51,754,-140
62,52,753,-139
66,49,755,-138
66,51,753,-139
69,51,756,-137
67,52,752,-135
61,52,753,-136
63,50,754,-142
64,53,755,-143
68,52,756,-140
65,54,753,-139
61,51,758,-137
66,52,756,-140
63,49,756,-139
65,50,755,-137
67,53,752,-138
63,53,756,-140
63,52,754,-138
65,49,755,-136
64,46,756,-137
67,48,755,-139
63,46,757,-138
64,50,753,-142
66,53,752,-136
66,52,752,-137
64,49,754,-137
63,49,758,-135
59,53,752,-137
65,49,757,-139
67,49,754,-137
65,50,753,-138
66,49,754,-142
61,49,756,-142
63,48,753,-141
64,51,753,-139
64,54,753,-136
69,49,754,-135
67,46,755,-140
65,47,755,-142
69,45,759,-138
66,50,753,-137
64,54,751,-135
63,54,752,-140
65,48,756,-142
70,49,754,-140
73,49,754,-140
68,52,755,-140
61,54,753,-136
61,50,753,-136
67,47,758,-141
67,50,756,-140
68,49,757,-138
60,45,755,-139
61,50,754,-140
60,50,756,-139
61,49,753,-140
63,52,756,-138
64,51,754,-134
65,51,753,-136
67,53,751,-139
70,51,753,-137
68,50,756,-138
64,44,756,-139
68,50,750,-141
65,55,750,-137
61,53,751,-137
63,49,755,-139
65,49,755,-136
63,48,755,-137
63,48,756,-136
64,49,759,-140
67,53,756,-141
64,56,750,-142
66,56,750,-139
66,52,753,-137
65,49,753,-135
64,49,756,-138
66,50,758,-144
64,50,756,-140
64,51,754,-140
66,53,756,-141
65,54,752,-140
65,54,750,-139
67,51,754,-140
66,52,753,-142
68,52,752,-138
69,53,753,-138
65,47,756,-139
66,50,755,-138
62,52,749,-140
64,53,749,-140
65,53,752,-136
62,49,755,-139
63,50,750,-140
64,51,755,-140
64,54,756,-135
62,51,755,-135
64,48,756,-143
68,48,756,-143
65,47,753,-139
66,52,750,-136
65,52,751,-137
65,56,751,-139
68,48,751,-141
65,51,752,-141
66,53,750,-138
66,54,750,-138
67,53,749,-137
63,51,752,-138
62,54,755,-138
64,49,754,-139
63,48,753,-140
61,54,749,-134
63,53,750,-138
65,55,751,-139
64,52,753,-135
63,47,757,-138
66,45,758,-138
67,50,757,-138
66,52,757,-140
64,52,757,-142
64,53,752,-140
67,54,750,-139
68,52,753,-139
65,52,752,-139
65,54,750,-140
64,51,753,-138
66,53,751,-139
64,53,750,-138
65,53,752,-139
64,50,756,-138
63,53,755,-141
67,54,753,-137
68,51,755,-138
64,47,757,-141
61,52,752,-140
65,56,749,-138
64,55,753,-135
68,52,753,-137
66,49,750,-140
68,53,751,-138
67,48,752,-142
66,53,752,-139
64,52,754,-139
63,52,749,-136
62,47,753,-138
60,51,754,-138
65,50,753,-136
64,51,757,-138
62,49,755,-138
65,48,756,-141
66,49,754,-139
63,53,749,-138
64,57,748,-138
64,53,753,-140
66,47,757,-139
66,48,755,-137
67,54,747,-137
66,56,746,-136
66,55,750,-138
65,50,754,-137
62,48,756,-139
62,49,756,-136
62,54,751,-136
65,53,754,-137
65,53,753,-142
64,49,756,-138
64,49,758,-137
64,52,756,-139
67,49,753,-135
68,49,755,-138
69,50,753,-138
68,50,756,-139
65,44,759,-137
63,50,751,-139
61,53,752,-138
64,53,751,-137
67,51,753,-140
65,52,754,-140
63,52,750,-138
65,54,749,-136
65,54,752,-139
64,51,751,-139
64,51,751,-137
64,52,751,-139
64,53,751,-136
62,52,753,-138
62,49,753,-137
64,51,752,-137
65,48,753,-137
65,51,750,-137
64,48,751,-135
66,51,750,-138
67,49,753,-139
68,50,753,-138
64,50,754,-134
64,55,747,-137
64,55,750,-138
66,55,749,-138
65,54,752,-138
67,50,755,-135
66,51,753,-138
68,51,751,-135
66,50,751,-140
65,49,752,-140
66,56,748,-138
64,52,753,-135
64,55,749,-138
66,48,754,-141
67,50,756,-138
65,49,761,-138
64,48,754,-138
64,51,752,-138
64,48,756,-137
65,50,752,-138
68,49,753,-140
66,48,754,-138
65,50,753,-138
65,51,752,-138
64,49,753,-137
66,48,755,-139
64,52,755,-135
67,49,755,-138
64,49,754,-141
64,48,750,-140
62,52,751,-136
66,52,750,-135
65,52,751,-138
64,51,753,-141
65,51,754,-140
68,49,752,-140
63,49,753,-138
64,53,753,-138
64,51,752,-137
62,48,752,-138
65,50,750,-136
65,46,752,-141
64,47,755,-140
64,46,758,-138
64,51,754,-138
65,52,753,-137
65,49,752,-135
65,52,748,-134
67,53,754,-137
62,53,752,-139
64,52,751,-138
65,53,748,-138
65,48,755,-134
64,47,751,-138
67,47,752,-142
63,54,747,-137
65,53,749,-137
67,55,747,-139
64,47,754,-136
63,47,758,-143
64,50,757,-141
60,54,751,-140
59,50,753,-135
62,53,753,-137
64,53,756,-139
63,49,759,-139
65,47,756,-139
63,52,752,-138
64,55,751,-140
66,54,752,-139
66,53,751,-140
67,47,756,-139
66,53,752,-137
64,49,753,-136
66,49,751,-138
66,48,753,-138
63,51,755,-137
61,50,758,-138
65,48,758,-137
65,46,756,-136
61,49,751,-135
62,51,750,-136
64,53,749,-140
64,50,750,-137
65,46,753,-140
63,50,752,-142
66,50,751,-135
60,51,753,-134
61,48,758,-134
66,49,755,-136
66,53,756,-136
64,51,755,-138
65,51,753,-138
63,53,753,-138
62,53,754,-140
64,52,754,-141
65,48,754,-138
65,52,754,-136
67,52,750,-140
69,55,750,-139
65,51,754,-135
67,49,753,-136
66,49,751,-139
62,47,752,-139
63,48,754,-137
66,50,756,-138
66,49,753,-138
63,51,749,-137
65,52,754,-139
69,52,753,-140
64,52,747,-137
65,53,751,-137
61,54,751,-140
62,50,753,-139
63,47,753,-137
61,50,752,-138
65,48,754,-138
64,48,755,-137
68,47,753,-138
65,51,752,-138
67,57,749,-133
64,54,748,-135
61,53,748,-140
65,54,746,-136
65,58,749,-135
68,50,753,-139
67,50,755,-139
64,50,751,-137
64,54,748,-136
64,50,749,-135
62,49,751,-141
67,50,753,-139
68,48,754,-138
64,52,753,-138
65,50,754,-137
64,51,756,-139
65,54,754,-136
67,48,755,-138
66,49,755,-140
68,48,753,-139
67,49,753,-139
66,53,749,-136
67,50,752,-137
66,55,749,-138
62,57,747,-137
64,54,753,-142
65,49,756,-138
64,48,754,-139
65,51,753,-137
65,49,752,-137
63,46,755,-139
65,47,756,-137
65,53,753,-136
64,52,749,-136
65,51,752,-138
63,50,754,-138
67,49,753,-137
66,51,754,-136
65,49,751,-138
66,48,752,-141
65,53,754,-140
63,50,750,-137
61,53,747,-135
62,48,750,-134
62,51,753,-137
65,49,750,-142
69,52,752,-138
64,53,752,-137
66,51,752,-138
63,47,753,-142
60,47,753,-141
62,49,754,-141
61,47,757,-135
63,46,756,-137
63,44,757,-142
65,50,753,-138
64,52,752,-137
63,54,750,-140
62,53,753,-139
65,53,750,-138
69,49,751,-137
66,52,751,-138
65,52,755,-137
65,53,755,-140
65,51,754,-137
64,48,757,-137
62,54,751,-139
66,52,749,-138
66,49,753,-138
65,52,752,-138
65,52,750,-136
65,49,752,-136
64,50,752,-137
67,53,751,-137
69,51,752,-135
66,47,758,-138
60,46,753,-139
64,51,750,-139
62,48,751,-135
63,45,752,-137
65,50,753,-142
67,47,755,-139
66,49,751,-135
63,48,752,-139
64,46,752,-138
63,50,748,-134
60,49,749,-136
65,50,753,-139
67,47,755,-140
65,50,753,-140
67,48,754,-137
66,51,753,-138
66,53,756,-139
65,54,752,-139
65,51,751,-140
68,51,750,-138
63,48,752,-137
66,53,750,-138
66,53,747,-135
65,57,748,-137
65,53,746,-137
65,49,752,-140
65,50,751,-139
62,49,755,-139
65,47,753,-139
68,49,753,-137
65,55,747,-135
67,55,749,-141
66,53,749,-144
68,50,752,-140
69,47,754,-139
65,44,755,-138
61,49,752,-138
63,53,751,-139
65,53,752,-140
68,51,750,-135
64,51,748,-135
62,51,749,-138
64,49,754,-138
64,49,751,-141
64,52,748,-139
65,55,749,-138
62,54,750,-135
65,48,755,-137
64,52,753,-140
63,51,751,-141
67,58,747,-142
64,53,746,-139
64,45,753,-138
62,48,755,-138
62,47,756,-137
64,50,751,-139
62,51,750,-139
64,49,750,-141
65,49,752,-139
66,49,752,-138
65,51,751,-141
63,51,750,-138
66,49,754,-137
64,52,750,-138
61,51,748,-138
63,48,751,-136
61,50,753,-136
66,49,750,-138
66,49,754,-135
61,52,753,-134
65,53,749,-134
66,55,746,-139
64,54,746,-141
66,55,747,-141
64,52,748,-139
64,52,751,-137
65,54,750,-136
60,57,746,-140
61,49,750,-137
64,48,753,-139
63,47,753,-139
63,51,751,-139
67,54,751,-135
65,52,749,-136
65,53,749,-139
65,49,752,-139
63,49,750,-139
65,48,752,-138
68,49,753,-137
65,52,752,-137
64,49,754,-137
66,53,752,-137
66,51,749,-138
68,48,751,-136
66,52,751,-138
67,52,753,-142
64,46,753,-141
63,52,749,-136
63,52,749,-134
59,53,748,-138
61,52,750,-141
62,50,749,-141
63,51,751,-138
63,46,752,-135
64,47,752,-134
64,49,752,-135
65,53,749,-139
64,51,751,-140
63,48,751,-140
63,51,752,-138
63,52,747,-135
63,54,747,-137
66,53,750,-133
65,52,752,-135
64,46,751,-138
63,45,756,-139
65,49,755,-139
67,48,754,-138
67,49,749,-138
64,48,749,-137
63,52,751,-136
68,52,753,-136
65,46,751,-138
66,45,748,-136
63,49,748,-139
67,55,747,-142
63,55,745,-137
64,55,744,-135
66,54,747,-137
64,49,753,-140
68,47,754,-138
67,48,753,-138
64,48,750,-141
65,52,752,-137
67,51,752,-135
65,53,749,-136
62,52,749,-139
65,51,751,-139
64,49,752,-138
61,54,752,-138
64,50,752,-138
67,47,752,-137
66,51,750,-136
64,54,747,-140
63,51,751,-137
64,47,753,-138
64,47,753,-139
63,49,751,-139
65,49,749,-137
60,47,750,-134
62,48,751,-136
66,54,751,-138
64,52,750,-140
68,55,746,-139
64,52,748,-136
65,50,751,-137
67,46,751,-139
65,45,751,-138
62,49,751,-140
64,51,747,-138
63,58,742,-136
66,54,750,-138
64,52,750,-136
63,47,756,-139
63,54,750,-139
62,50,750,-138
65,53,748,-139
67,50,748,-141
65,47,754,-137
65,49,751,-139
65,52,750,-141
65,54,746,-141
65,51,748,-137
65,53,747,-139
65,56,748,-139
62,52,747,-137
62,49,749,-136
67,49,749,-137
67,52,749,-139
66,53,751,-136
63,50,752,-135
65,55,750,-136
67,50,749,-136
64,49,752,-138
64,46,751,-138
63,46,753,-138
64,51,750,-137
67,49,748,-139
64,51,746,-135
63,50,747,-137
64,47,750,-137
64,48,751,-137
63,52,751,-138
61,51,749,-140
61,49,750,-137
58,47,752,-139
59,50,750,-137
62,51,751,-137
64,53,747,-140
63,54,748,-139
67,53,751,-136
64,56,748,-138
65,48,752,-137
67,48,751,-138
66,49,750,-138
65,51,750,-138
67,50,754,-134
66,53,750,-137
66,52,745,-138
66,53,748,-138
65,54,748,-135
63,50,750,-137
64,48,751,-141
65,47,752,-139
63,48,752,-137
64,50,752,-137
62,47,751,-139
62,48,748,-138
63,54,747,-138
63,52,749,-144
66,51,747,-139
67,50,751,-138
63,50,751,-136
65,48,751,-139
65,50,749,-140
63,56,745,-141
65,52,746,-138
64,50,747,-137
64,48,753,-138
61,50,754,-137
63,51,750,-140
65,50,750,-140
65,50,750,-139
63,53,749,-139
68,53,748,-137
63,52,747,-138
65,50,748,-137
65,50,749,-136
64,51,747,-139
65,51,748,-139
62,51,748,-138
64,48,751,-138
67,46,752,-139
65,47,755,-139
62,49,748,-136
62,49,748,-140
63,52,749,-141
63,47,751,-140
63,50,749,-138
63,53,748,-140
66,49,750,-135
68,50,751,-136
65,46,753,-136
64,47,752,-139
69,48,752,-140
67,50,753,-139
62,50,750,-143
65,49,753,-140
65,48,752,-136
64,54,752,-136
63,51,750,-139
62,48,753,-137
65,48,749,-137
65,49,748,-135
63,57,747,-141
61,49,752,-141
62,56,745,-138
62,51,748,-134
60,50,750,-136
64,48,752,-138
63,46,752,-138
61,50,749,-134
62,50,748,-137
64,50,749,-138
64,49,753,-139
66,50,750,-139
64,51,750,-138
62,52,750,-139
65,52,753,-136
63,46,754,-138
65,51,752,-139
67,49,748,-142
67,53,747,-139
64,53,748,-140
66,53,752,-142
68,44,751,-140
65,47,750,-136
62,49,747,-136
64,56,745,-137
61,54,749,-139
65,51,751,-136
69,47,750,-139
68,47,755,-140
66,48,752,-141
68,50,752,-140
65,54,746,-139
65,54,748,-138
62,54,748,-140
63,52,746,-136
66,54,746,-138
67,48,751,-137
68,49,749,-137
64,51,748,-136
60,55,747,-138
64,52,748,-139
64,54,749,-139
62,51,747,-140
67,50,753,-140
66,50,754,-139
64,51,749,-138
65,49,749,-140
67,49,748,-140
67,50,751,-137
67,51,751,-134
65,49,750,-139
61,50,755,-140
61,50,753,-142
64,52,751,-138
70,47,750,-139
68,49,752,-137
65,48,752,-139
63,52,747,-138
62,54,749,-138
65,54,749,-133
65,53,748,-137
65,49,749,-135
69,50,751,-140
66,54,746,-137
68,57,745,-139
66,51,747,-140
68,50,748,-136
64,50,751,-138
62,49,749,-137
64,52,749,-135
65,49,750,-133
64,51,751,-138
67,50,751,-142
64,52,748,-140
61,49,750,-136
63,52,747,-134
64,53,749,-137
66,51,752,-137
66,55,747,-136
64,55,749,-137
64,53,747,-141
66,49,750,-139
64,52,747,-139
65,51,752,-138
65,52,750,-139
67,49,753,-139
66,49,748,-140
65,49,749,-137
69,51,751,-140
63,52,751,-135
62,54,748,-139
67,54,746,-137
64,52,746,-136
66,47,749,-139
64,49,749,-136
62,49,751,-140
62,47,753,-142
63,49,752,-140
66,56,745,-136
62,56,745,-138
64,50,748,-136
65,46,747,-136
63,48,749,-138
64,48,754,-139
65,53,748,-134
66,55,749,-138
65,53,750,-138
67,51,755,-138
64,48,751,-136
66,52,750,-139
66,52,750,-142
63,52,750,-139
62,51,747,-137
65,51,749,-137
67,49,751,-137
66,51,747,-139
64,51,750,-140
62,50,746,-138
63,49,749,-138
63,45,753,-138
67,47,750,-137
65,51,750,-136
61,52,749,-135
66,55,748,-135
63,52,748,-137
63,52,749,-136
62,51,747,-135
63,51,749,-136
62,51,749,-138
63,54,749,-139
62,52,747,-135
62,55,747,-140
62,53,746,-138
63,55,747,-138
63,48,749,-136
65,52,747,-137
66,55,747,-135
64,54,744,-136
67,52,745,-135
64,51,748,-138
68,53,750,-141
65,51,752,-136
65,53,747,-136
63,52,748,-135
64,51,751,-137
69,52,752,-142
63,51,750,-140
63,52,748,-136
66,52,749,-136
65,50,749,-136
64,49,748,-138
66,50,747,-137
65,52,746,-135
64,49,750,-136
64,53,751,-138
62,53,748,-135
65,53,748,-137
67,51,750,-138
68,50,748,-140
65,52,746,-136
66,49,749,-135
61,51,748,-138
62,51,751,-139
62,52,746,-139
62,48,752,-139
62,55,750,-142
61,53,748,-142
65,52,748,-137
66,50,748,-135
67,49,750,-135
67,47,747,-135
65,46,752,-133
68,52,747,-134
65,50,747,-137
67,54,746,-139
64,53,751,-141
62,48,752,-142
63,51,750,-137
62,51,751,-140
65,52,749,-139
66,53,746,-138
66,50,747,-139
68,51,748,-135
69,49,748,-136
67,49,750,-139
63,49,751,-139
62,52,751,-138
67,50,750,-135
65,48,748,-135
66,49,750,-137
63,48,749,-139
65,49,747,-135
67,51,745,-137
63,48,752,-136
62,52,750,-136
62,47,750,-138
64,49,749,-137
64,48,749,-141
63,49,747,-140
64,51,747,-138
63,49,745,-135
64,51,747,-134
65,54,747,-136
64,50,749,-139
66,49,748,-139
67,51,748,-139
67,51,748,-139
66,55,745,-135
63,52,749,-135
62,55,746,-139
66,50,748,-138
66,51,748,-136
66,50,747,-137
65,49,747,-139
62,51,748,-137
66,50,751,-140
67,52,748,-136
69,49,748,-138
65,49,750,-138
67,49,748,-138
67,52,747,-137
67,48,750,-138
66,49,747,-136
65,52,745,-138
64,53,748,-139
62,51,751,-137
63,47,750,-134
65,51,748,-137
67,52,751,-137
65,50,749,-134
64,47,748,-137
67,48,749,-138
68,46,750,-139
68,44,752,-137
62,44,753,-137
61,49,751,-138
64,52,747,-137
66,51,749,-136
65,49,750,-136
64,51,748,-139
66,55,747,-138
65,52,750,-138
66,49,751,-138
65,50,749,-136
67,48,750,-136
65,51,750,-134
64,54,747,-138
61,53,746,-138
63,54,747,-137
63,50,750,-137
62,53,746,-134
67,51,744,-139
65,51,750,-136
65,51,749,-137
67,50,749,-138
65,50,748,-140
64,48,749,-137
61,50,749,-135
66,54,746,-137
69,53,748,-138
71,52,748,-137
63,50,749,-135
64,49,749,-135
66,46,748,-139
63,52,745,-137
63,52,746,-135
66,54,747,-137
63,49,749,-136
64,46,750,-134
66,47,749,-137
62,50,753,-140
63,49,751,-138
64,49,744,-134
63,52,745,-137
67,53,749,-138
65,51,746,-137
64,49,750,-133
62,48,749,-136
60,51,750,-140
62,52,747,-140
66,52,747,-136
67,53,746,-137
63,56,744,-137
66,57,742,-139
67,54,744,-139
67,52,747,-139
68,45,748,-136
67,49,749,-136
67,44,753,-137
67,50,749,-139
61,54,747,-139
63,52,744,-138
66,50,748,-140
66,50,752,-136
64,57,745,-137
66,55,748,-136
68,52,750,-140
65,51,749,-140
64,53,747,-138
62,49,747,-138
67,49,747,-135
65,43,752,-136
62,49,749,-139
65,53,745,-141
69,50,745,-134
63,50,746,-138
63,52,748,-141
63,56,744,-137
64,56,746,-139
66,49,745,-139
63,46,747,-137
61,52,748,-139
63,56,746,-136
66,51,750,-141
65,51,750,-137
66,53,745,-136
66,51,746,-137
63,52,745,-139
65,51,747,-140
63,51,746,-135
61,47,750,-133
68,53,746,-137
66,48,747,-136
65,52,749,-138
64,47,752,-139
63,49,749,-140
60,53,744,-137
65,51,746,-135
66,50,746,-136
66,48,750,-138
69,48,749,-137
64,51,749,-137
61,50,747,-139
64,53,747,-139
65,55,747,-136
65,54,747,-134
67,52,747,-135
67,48,749,-138
65,47,749,-139
64,53,748,-141
63,50,747,-137
66,50,748,-136
67,47,751,-137
64,44,750,-137
66,48,748,-136
66,47,752,-138
67,48,749,-139
68,50,747,-137
68,50,747,-142
65,48,751,-138
64,51,748,-136
65,51,748,-132
65,56,746,-135
65,52,747,-139
65,53,748,-139
63,45,750,-135
64,49,752,-137
65,48,753,-139
64,50,748,-139
65,53,742,-136
64,51,744,-138
66,49,750,-139
65,46,754,-138
63,51,750,-136
63,53,746,-138
65,55,743,-139
62,53,745,-138
65,47,747,-136
65,45,751,-136
65,50,749,-138
67,53,746,-139
67,52,747,-138
63,53,746,-137
62,54,747,-140
62,52,747,-137
63,49,751,-133
61,51,747,-135
66,49,750,-140
67,50,750,-140
65,54,748,-134
67,52,748,-137
67,49,749,-137
68,49,748,-139
68,47,749,-139
63,51,745,-137
65,53,743,-139
63,51,745,-136
67,50,749,-137
68,49,750,-136
65,56,747,-137
63,57,745,-138
66,52,744,-135
68,47,749,-139
65,51,746,-139
65,54,743,-135
65,52,745,-136
66,52,746,-139
71,49,746,-141
66,50,751,-140
64,50,747,-136
67,50,748,-135
70,48,749,-135
68,47,748,-138
63,51,745,-139
65,49,747,-135
65,55,747,-141
69,51,747,-142
66,54,748,-136
64,51,745,-134
67,52,746,-135
64,55,749,-137
64,53,750,-138
64,44,750,-140
63,50,751,-140
66,50,748,-137
65,51,749,-138
65,52,745,-137
61,52,749,-137
61,51,753,-139
64,52,749,-139
66,50,749,-137
65,52,745,-138
63,50,748,-141
61,50,747,-137
65,50,745,-132
59,50,743,-134
64,48,747,-140
66,47,750,-137
63,51,744,-134
59,58,741,-139
64,52,746,-138
63,50,747,-137
63,47,747,-136
63,49,748,-137
63,48,749,-135
62,51,751,-138
67,53,749,-138
64,55,745,-138
63,55,744,-138
66,50,752,-137
66,49,752,-137
69,48,749,-135
64,47,749,-138
64,50,747,-141
65,51,750,-138
62,49,748,-137
64,53,745,-134
64,54,744,-136
62,52,746,-139
65,54,744,-137
63,52,748,-139
62,57,741,-135
67,54,744,-137
64,60,742,-136
64,56,746,-138
63,51,749,-138
60,53,745,-136
60,48,751,-138
64,50,750,-139
60,53,750,-141
63,54,748,-138
63,53,749,-139
62,51,749,-140
65,46,750,-138
66,50,747,-139
67,48,749,-136
65,51,748,-138
65,48,748,-135
63,47,747,-135
64,45,752,-136
64,44,753,-140
62,47,748,-140
66,49,749,-136
65,52,747,-139
63,49,749,-136
67,49,747,-138
67,50,744,-136
66,50,746,-135
65,51,747,-136
65,47,748,-139
67,50,748,-136
67,48,747,-138
62,46,744,-139
64,49,745,-138
63,55,741,-139
65,57,744,-137
61,55,747,-140
64,50,751,-139
63,46,751,-136
63,48,750,-141
67,48,746,-138
71,51,744,-138
65,50,746,-137
68,51,749,-135
67,48,751,-139
65,50,748,-136
66,53,747,-138
65,56,746,-140
65,53,749,-139
63,51,744,-139
65,52,747,-137
61,49,748,-139
64,54,745,-137
62,54,744,-136
62,52,746,-136
62,50,750,-136
61,57,745,-135
65,52,744,-137
67,54,744,-136
68,51,745,-136
67,53,746,-141
65,53,747,-138
65,51,749,-136
64,50,751,-135
66,51,750,-139
64,50,748,-138
64,54,749,-134
63,52,747,-139
67,49,747,-137
66,50,745,-137
67,52,746,-135
63,50,745,-137
68,50,746,-138
68,50,747,-139
66,51,748,-135
65,52,744,-136
62,51,744,-137
64,54,747,-139
65,47,751,-140
63,49,748,-138
65,54,746,-136
66,57,742,-138
64,54,745,-139
65,50,750,-137
64,53,749,-139
62,55,744,-141
64,52,745,-138
63,52,743,-139
64,51,747,-138
65,53,747,-135
65,51,749,-140
63,45,750,-137
67,47,749,-137
68,50,747,-136
63,53,745,-137
63,55,745,-138
62,52,746,-137
62,52,747,-138
63,53,750,-137
63,53,749,-136
64,48,749,-137
62,47,749,-134
64,48,748,-134
65,51,746,-138
61,52,747,-140
63,51,747,-135
65,53,746,-140
65,52,746,-137
65,51,747,-136
70,54,747,-137
62,50,748,-140
62,53,747,-140
65,50,746,-141
63,47,747,-138
65,48,746,-137
65,54,744,-136
63,55,744,-138
67,54,744,-141
69,50,748,-140
66,51,745,-139
63,51,747,-140
67,51,746,-140
64,53,742,-139
65,55,741,-141
68,53,747,-140
69,47,750,-138
64,43,752,-137
63,50,748,-138
64,51,749,-140
66,54,745,-137
66,51,749,-138
68,52,749,-140
63,49,749,-139
65,50,749,-136
61,47,748,-137
61,52,745,-139
61,50,743,-140
64,51,745,-138
67,51,744,-135
65,52,743,-137
66,53,742,-140
65,56,740,-138
68,54,744,-136
66,50,747,-139
63,47,749,-134
64,50,745,-138
62,52,746,-140
63,49,749,-139
65,51,749,-138
69,53,746,-136
65,51,745,-134
64,53,743,-137
66,52,740,-135
65,50,744,-135
65,50,748,-134
67,46,748,-136
65,49,749,-139
62,52,748,-139
63,50,746,-139
63,45,749,-137
63,50,747,-135
65,52,746,-136
64,53,743,-138
65,51,748,-138
66,52,744,-141
65,52,743,-140
65,51,748,-137
65,49,748,-138
66,52,747,-139
67,49,746,-137
67,50,748,-139
63,49,749,-139
65,52,749,-137
65,51,749,-136
67,53,747,-137
68,50,749,-140
68,49,747,-138
65,48,748,-138
64,50,747,-139
65,50,751,-137
67,49,747,-137
67,49,748,-135
63,49,749,-135
67,47,752,-134
64,48,753,-141
67,51,745,-141
63,56,742,-137
59,53,742,-136
63,49,745,-136
63,53,745,-141
63,48,749,-142
63,53,743,-137
63,55,744,-137
64,56,744,-139
63,50,749,-140
65,48,745,-139
63,51,746,-140
63,53,743,-137
62,51,744,-138
62,48,751,-140
63,52,748,-136
67,50,749,-134
69,49,745,-138
67,53,748,-136
65,52,749,-139
66,49,748,-140
66,48,750,-137
66,51,750,-138
67,49,751,-134
67,49,750,-135
63,49,750,-138
63,49,749,-140
64,49,749,-137
61,50,747,-137
64,50,744,-140
67,51,744,-139
67,51,746,-136
64,53,745,-136
60,51,746,-136
62,50,746,-137
65,51,745,-137
63,51,749,-135
63,49,749,-140
66,50,749,-135
65,53,746,-136
66,51,747,-138
65,51,746,-139
67,48,747,-139
66,48,748,-136
66,51,748,-135
67,48,748,-138
66,52,747,-140
63,49,750,-141
64,46,748,-133
65,45,746,-134
69,49,744,-134
64,52,747,-137
61,51,747,-137
61,52,746,-139
64,48,750,-141
63,52,749,-138
65,51,746,-139
64,51,746,-141
66,52,744,-137
66,55,744,-135
65,55,747,-135
63,55,746,-137
62,56,746,-139
63,51,746,-137
66,53,744,-138
66,48,746,-136
68,48,746,-135
67,50,750,-135
65,49,749,-136
65,50,747,-141
61,53,743,-136
64,56,745,-138
63,50,749,-138
66,51,749,-136
64,49,745,-140
61,53,744,-138
64,55,743,-136
63,55,742,-138
67,50,748,-139
66,50,745,-132
66,55,742,-134
64,55,745,-137
64,48,747,-137
64,49,747,-136
67,49,747,-135
66,50,748,-139
65,52,743,-139
64,53,740,-139
64,52,747,-140
67,47,747,-138
62,44,750,-138
63,49,747,-143
64,54,744,-138
62,55,741,-135
62,53,741,-138
61,51,745,-138
64,53,746,-135
64,56,747,-136
66,53,747,-139
67,53,747,-136
65,53,748,-138
62,51,746,-137
66,48,747,-136
66,55,747,-137
63,54,744,-134
64,52,744,-134
62,48,746,-136
64,50,747,-138
61,52,748,-136
63,52,743,-138
62,54,743,-140
63,49,744,-136
65,46,745,-136
60,43,749,-137
64,53,747,-141
65,46,752,-139
68,52,746,-135
64,52,744,-134
64,53,745,-138
70,50,747,-138
65,49,747,-136
63,49,747,-137
61,46,750,-138
63,48,750,-138
65,52,746,-137
64,53,746,-142
63,52,746,-141
66,50,747,-138
67,48,748,-139
65,47,748,-140
61,50,744,-137
60,52,743,-140
62,48,746,-138
67,48,746,-135
68,46,747,-136
64,50,746,-137
63,50,748,-135
69,47,749,-136
67,50,748,-138
63,52,742,-138
61,55,740,-137
67,55,743,-136
63,51,748,-135
58,49,745,-138
65,52,745,-137
64,51,747,-139
66,52,749,-137
61,54,746,-136
59,53,743,-136
63,52,743,-139
62,51,746,-140
65,54,748,-140
68,55,746,-141
61,51,747,-140
60,52,744,-136
65,49,749,-140
64,53,744,-140
66,50,745,-140
63,52,746,-134
63,54,746,-138
62,51,746,-138
63,54,744,-137
61,53,746,-136
64,50,749,-137
67,52,748,-138
63,50,748,-140
63,51,748,-139
65,50,747,-140
67,50,746,-137
66,48,744,-136
63,49,748,-137
